User_ID,Region,Cohort,Games_Played,Hours_Played,Days_Active,Active_Rate,Average_Games_Per_Day,Game_Age_Days,Payment_Method,Declines,Payouts,Checkouts,WMR_Automation_Flag,Offer_Taken,ReRepair_7D,ReRepair_30D,ReRepair_90D,Data_Refreshed_CSDW,Data_Refreshed_LENS
USR002755,Brazil,Past_Offers_2,26,18.45,18,0.17,1.4444444444444444,187,Gift Card,0,404.09,2,Yes,Yes,3,5,14,5PM,8AM
USR002756,USA,Ultimate,64,10.86,13,0.41,4.923076923076923,803,PayPal,3,122.69,16,Yes,No,1,7,5,5PM,8AM
USR002757,Mexico,Ultimate,82,65.97,22,0.27,3.727272727272727,830,Crypto,0,450.2,7,Yes,Yes,3,7,9,5PM,8AM
USR002758,USA,Ultimate,40,185.49,6,0.28,6.666666666666667,831,Crypto,0,441.39,3,No,No,1,4,11,5PM,8AM
USR002759,ROLA,PCGP_3F1,96,189.48,24,0.37,4.0,563,Credit Card,3,325.95,2,Yes,Yes,3,5,2,5PM,8AM
USR002760,USA,Past_Offers_1,16,42.11,9,0.91,1.7777777777777777,87,PayPal,4,43.43,17,Yes,Yes,0,2,0,5PM,8AM
USR002761,Brazil,Past_Offers_1,95,174.78,7,0.39,13.571428571428571,928,PayPal,4,225.63,13,No,Yes,4,1,3,5PM,8AM
USR002762,USA,PCGP_3F1,80,143.67,19,0.78,4.2105263157894735,278,Credit Card,0,427.24,5,Yes,No,3,1,0,5PM,8AM
USR002763,Mexico,PCGP_3F1,67,2.98,24,0.21,2.7916666666666665,276,Debit Card,4,194.0,14,Yes,Yes,4,1,2,5PM,8AM
USR002764,USA,Past_Offers_2,31,109.77,20,0.4,1.55,783,Debit Card,3,122.88,6,No,No,1,8,14,5PM,8AM
USR002765,Brazil,PCGP_3F1,42,184.69,9,0.64,4.666666666666667,133,Credit Card,2,285.02,8,Yes,Yes,0,5,5,5PM,8AM
USR002766,Brazil,PCGP_3F1,49,95.62,20,0.39,2.45,705,Crypto,1,54.7,18,Yes,Yes,0,4,7,5PM,8AM
USR002767,USA,Ultimate,74,78.2,1,0.57,74.0,502,PayPal,3,245.8,6,Yes,Yes,3,8,11,5PM,8AM
USR002768,Mexico,Past_Offers_2,93,129.44,29,0.51,3.206896551724138,188,PayPal,1,282.17,11,No,No,2,1,12,5PM,8AM
USR002769,Mexico,PCGP_3F1,13,43.25,31,0.14,0.41935483870967744,131,Credit Card,2,312.97,17,Yes,No,3,9,14,5PM,8AM
USR002770,ROLA,PCGP_3F1,5,176.82,27,0.95,0.18518518518518517,114,Credit Card,1,255.71,11,Yes,Yes,3,9,8,5PM,8AM
USR002771,USA,PCGP_3F1,10,92.51,12,0.61,0.8333333333333334,801,PayPal,2,37.24,9,Yes,No,2,7,6,5PM,8AM
USR002772,ROLA,Past_Offers_1,66,118.34,10,0.49,6.6,55,Gift Card,2,394.2,2,Yes,No,1,8,0,5PM,8AM
USR002773,ROLA,Ultimate,82,91.14,30,0.53,2.7333333333333334,860,PayPal,1,482.24,19,Yes,No,1,0,14,5PM,8AM
USR002774,ROLA,Past_Offers_1,15,127.23,1,0.92,15.0,704,Gift Card,2,226.14,10,Yes,No,4,9,9,5PM,8AM
USR002775,Canada,Past_Offers_2,17,160.3,14,0.83,1.2142857142857142,949,Debit Card,4,360.34,13,Yes,No,3,3,3,5PM,8AM
USR002776,Canada,PCGP_3F1,83,21.58,10,0.74,8.3,507,PayPal,3,310.92,9,Yes,Yes,2,0,11,5PM,8AM
USR002777,ROLA,PCGP_3F1,3,30.49,14,0.34,0.21428571428571427,114,Gift Card,2,33.36,18,Yes,No,1,9,7,5PM,8AM
USR002778,ROLA,Past_Offers_2,3,168.4,27,0.12,0.1111111111111111,191,Gift Card,3,32.36,16,Yes,Yes,1,9,5,5PM,8AM
USR002779,USA,PCGP_3F1,28,107.34,30,0.73,0.9333333333333333,592,Debit Card,2,454.08,4,Yes,Yes,4,2,4,5PM,8AM
USR002780,ROLA,Past_Offers_1,44,101.39,14,0.62,3.142857142857143,605,Credit Card,1,495.29,13,Yes,Yes,3,6,13,5PM,8AM
USR002781,Mexico,Ultimate,36,119.54,14,0.18,2.5714285714285716,637,Credit Card,2,270.67,6,No,Yes,0,5,13,5PM,8AM
USR002782,Brazil,Past_Offers_1,16,140.92,10,0.62,1.6,982,Debit Card,2,353.52,17,Yes,No,4,3,1,5PM,8AM
USR002783,Brazil,Past_Offers_2,67,89.67,24,0.9,2.7916666666666665,98,Credit Card,3,201.13,3,Yes,Yes,2,7,2,5PM,8AM
USR002784,ROLA,Past_Offers_1,22,36.45,8,0.15,2.75,852,PayPal,4,236.59,4,No,No,1,6,4,5PM,8AM
USR002785,Mexico,PCGP_3F1,17,195.27,18,0.47,0.9444444444444444,952,PayPal,0,60.25,10,Yes,Yes,3,4,14,5PM,8AM
USR002786,Canada,PCGP_3F1,1,4.66,10,0.28,0.1,475,Gift Card,4,179.99,4,Yes,No,4,8,5,5PM,8AM
USR002787,Canada,Ultimate,18,36.94,16,0.85,1.125,266,PayPal,2,89.87,14,Yes,No,1,7,9,5PM,8AM
USR002788,Brazil,Past_Offers_2,21,5.57,4,0.68,5.25,155,Gift Card,3,171.09,4,Yes,No,3,6,12,5PM,8AM
USR002789,ROLA,PCGP_3F1,78,67.33,18,0.33,4.333333333333333,723,Credit Card,4,242.83,10,Yes,No,3,2,8,5PM,8AM
USR002790,USA,PCGP_3F1,63,143.81,20,0.7,3.15,429,Crypto,1,61.63,6,Yes,No,3,2,6,5PM,8AM
USR002791,Canada,Past_Offers_1,54,55.78,9,0.65,6.0,139,Crypto,2,315.33,12,Yes,Yes,2,8,14,5PM,8AM
USR002792,ROLA,Past_Offers_1,4,132.57,9,0.85,0.4444444444444444,132,PayPal,2,257.54,15,Yes,Yes,0,4,0,5PM,8AM
USR002793,Canada,Past_Offers_2,37,138.78,27,0.6,1.3703703703703705,758,PayPal,3,129.33,2,Yes,Yes,1,7,0,5PM,8AM
USR002794,ROLA,Past_Offers_2,24,97.71,17,0.4,1.411764705882353,519,Crypto,2,388.62,18,No,No,1,0,11,5PM,8AM
USR002795,USA,Past_Offers_2,63,124.13,3,0.32,21.0,989,PayPal,2,136.95,13,Yes,Yes,3,2,10,5PM,8AM
USR002796,Brazil,Ultimate,70,17.45,16,0.97,4.375,967,Crypto,2,303.56,19,No,No,0,8,12,5PM,8AM
USR002797,USA,PCGP_3F1,42,90.81,6,0.54,7.0,669,Debit Card,2,308.06,12,Yes,Yes,3,6,4,5PM,8AM
USR002798,USA,Past_Offers_1,11,44.85,4,0.36,2.75,897,Credit Card,1,140.61,10,No,Yes,3,5,6,5PM,8AM
USR002799,Canada,PCGP_3F1,68,171.26,8,0.34,8.5,609,Gift Card,2,325.27,7,Yes,Yes,4,1,13,5PM,8AM
USR002800,USA,Ultimate,84,137.73,18,0.61,4.666666666666667,938,Gift Card,3,286.45,6,Yes,No,3,2,11,5PM,8AM
USR002801,Brazil,Past_Offers_1,44,199.87,12,0.53,3.6666666666666665,358,Gift Card,1,106.48,3,Yes,No,0,0,8,5PM,8AM
USR002802,Brazil,PCGP_3F1,42,180.04,8,0.88,5.25,724,PayPal,4,340.91,13,No,Yes,1,4,14,5PM,8AM
USR002803,Canada,PCGP_3F1,62,85.98,25,0.34,2.48,545,Credit Card,4,125.23,6,No,Yes,3,9,4,5PM,8AM
USR002804,Mexico,Ultimate,54,25.06,23,0.39,2.347826086956522,591,Debit Card,1,425.99,3,Yes,Yes,4,1,4,5PM,8AM
USR002805,Mexico,Ultimate,84,165.77,6,0.37,14.0,120,Gift Card,3,366.49,9,Yes,Yes,3,3,1,5PM,8AM
USR002806,USA,PCGP_3F1,8,14.24,1,0.46,8.0,243,Gift Card,0,116.38,19,Yes,Yes,4,3,1,5PM,8AM
USR002807,USA,Past_Offers_2,23,16.43,10,0.93,2.3,947,Credit Card,4,300.65,17,Yes,No,3,5,12,5PM,8AM
USR002808,Mexico,Past_Offers_1,8,190.99,23,0.63,0.34782608695652173,363,Debit Card,4,223.76,6,No,No,0,5,8,5PM,8AM
USR002809,Mexico,Past_Offers_2,56,20.02,12,0.61,4.666666666666667,198,Gift Card,4,297.81,4,Yes,No,1,9,10,5PM,8AM
USR002810,ROLA,Ultimate,16,172.39,31,0.24,0.5161290322580645,200,Debit Card,3,499.37,8,No,Yes,3,1,14,5PM,8AM
USR002811,ROLA,Ultimate,67,112.14,16,0.3,4.1875,65,PayPal,4,141.99,15,Yes,No,3,9,6,5PM,8AM
USR002812,USA,Past_Offers_1,72,192.96,9,0.45,8.0,640,Gift Card,3,289.52,13,Yes,Yes,1,7,9,5PM,8AM
USR002813,Canada,Past_Offers_2,80,106.39,25,0.75,3.2,693,Crypto,1,313.44,6,No,Yes,2,5,5,5PM,8AM
USR002814,Brazil,Ultimate,99,146.3,9,0.88,11.0,781,PayPal,3,109.83,19,Yes,No,4,8,11,5PM,8AM
USR002815,ROLA,Past_Offers_2,12,54.34,1,0.51,12.0,561,Credit Card,0,332.45,16,Yes,No,2,8,2,5PM,8AM
USR002816,Mexico,Past_Offers_1,45,161.09,8,0.48,5.625,458,PayPal,3,174.44,15,Yes,Yes,2,8,7,5PM,8AM
USR002817,Canada,Past_Offers_2,12,143.66,18,0.6,0.6666666666666666,858,Debit Card,4,308.53,1,Yes,Yes,2,5,11,5PM,8AM
USR002818,Brazil,Past_Offers_2,63,88.77,7,0.35,9.0,960,Debit Card,2,224.68,13,Yes,Yes,0,0,2,5PM,8AM
USR002819,ROLA,Past_Offers_2,80,39.94,22,0.61,3.6363636363636362,49,Credit Card,2,134.04,10,No,Yes,2,3,7,5PM,8AM
USR002820,Brazil,Past_Offers_2,7,143.05,9,0.84,0.7777777777777778,250,Gift Card,4,369.96,17,Yes,No,1,9,9,5PM,8AM
USR002821,Canada,Ultimate,65,41.62,19,0.51,3.4210526315789473,956,Debit Card,2,307.87,13,Yes,Yes,1,2,6,5PM,8AM
USR002822,Brazil,Past_Offers_1,95,25.92,25,0.44,3.8,761,Debit Card,4,497.25,11,No,Yes,1,7,9,5PM,8AM
USR002823,Canada,Ultimate,69,72.21,25,0.37,2.76,952,Crypto,4,113.77,4,No,Yes,1,6,6,5PM,8AM
USR002824,ROLA,Past_Offers_1,11,90.96,26,0.13,0.4230769230769231,113,Credit Card,0,491.96,16,No,Yes,4,9,6,5PM,8AM
USR002825,ROLA,PCGP_3F1,39,191.77,5,0.7,7.8,59,Credit Card,0,378.15,16,Yes,No,0,8,5,5PM,8AM
USR002826,USA,PCGP_3F1,4,37.54,12,0.87,0.3333333333333333,781,Crypto,2,293.62,14,No,Yes,2,4,0,5PM,8AM
USR002827,Brazil,PCGP_3F1,52,109.94,6,0.22,8.666666666666666,117,Gift Card,4,84.82,4,No,No,0,8,1,5PM,8AM
USR002828,Brazil,PCGP_3F1,14,143.97,2,0.56,7.0,287,Gift Card,1,417.13,10,Yes,Yes,1,3,1,5PM,8AM
USR002829,Brazil,PCGP_3F1,27,85.42,1,0.88,27.0,420,Crypto,4,120.2,5,Yes,No,0,4,0,5PM,8AM
USR002830,ROLA,Past_Offers_2,90,149.08,27,0.57,3.3333333333333335,35,Crypto,3,311.08,12,Yes,No,2,8,11,5PM,8AM
USR002831,ROLA,Past_Offers_1,61,180.31,17,0.28,3.588235294117647,419,Crypto,0,457.08,19,No,No,1,5,11,5PM,8AM
USR002832,USA,PCGP_3F1,65,92.66,10,0.58,6.5,273,Debit Card,3,100.59,9,Yes,No,3,2,0,5PM,8AM
USR002833,Mexico,Past_Offers_2,99,66.77,31,0.46,3.193548387096774,955,Crypto,4,484.27,7,Yes,Yes,4,9,10,5PM,8AM
USR002834,Canada,Ultimate,61,171.43,6,0.73,10.166666666666666,57,Crypto,4,201.16,3,Yes,No,2,0,13,5PM,8AM
USR002835,ROLA,Past_Offers_2,60,56.15,22,0.61,2.727272727272727,761,Debit Card,2,86.16,14,Yes,No,3,0,4,5PM,8AM
USR002836,Brazil,PCGP_3F1,48,13.77,31,0.37,1.5483870967741935,585,PayPal,3,163.0,15,Yes,No,1,0,1,5PM,8AM
USR002837,USA,Ultimate,77,119.18,16,0.4,4.8125,165,Credit Card,3,218.69,17,Yes,No,0,0,7,5PM,8AM
USR002838,ROLA,Past_Offers_1,52,10.18,28,0.21,1.8571428571428572,708,PayPal,4,233.96,14,Yes,Yes,0,5,5,5PM,8AM
USR002839,Mexico,Ultimate,63,190.33,8,0.94,7.875,264,Gift Card,2,195.87,13,Yes,No,4,2,11,5PM,8AM
USR002840,USA,Past_Offers_1,85,65.91,29,0.97,2.9310344827586206,303,Credit Card,2,267.34,18,Yes,No,1,9,5,5PM,8AM
USR002841,Brazil,Past_Offers_2,8,160.43,3,0.24,2.6666666666666665,62,Credit Card,4,386.55,6,No,No,1,9,7,5PM,8AM
USR002842,ROLA,Past_Offers_2,80,55.44,9,0.54,8.88888888888889,212,PayPal,4,236.66,7,Yes,No,3,5,1,5PM,8AM
USR002843,USA,Ultimate,23,106.29,18,0.6,1.2777777777777777,497,Gift Card,4,228.04,14,Yes,Yes,4,0,13,5PM,8AM
USR002844,Canada,PCGP_3F1,60,112.72,17,0.83,3.5294117647058822,505,Credit Card,1,50.89,9,Yes,No,2,9,13,5PM,8AM
USR002845,Canada,Ultimate,19,196.69,26,1.0,0.7307692307692307,65,Debit Card,1,488.4,4,Yes,No,1,5,12,5PM,8AM
USR002846,Mexico,PCGP_3F1,50,186.57,5,0.2,10.0,857,Debit Card,1,474.22,6,Yes,No,3,9,8,5PM,8AM
USR002847,Brazil,PCGP_3F1,57,145.54,3,0.26,19.0,248,PayPal,1,79.06,4,Yes,Yes,3,9,6,5PM,8AM
USR002848,Canada,Past_Offers_1,71,68.23,29,0.95,2.4482758620689653,961,Credit Card,0,52.12,4,Yes,No,3,1,6,5PM,8AM
USR002849,Canada,Past_Offers_1,49,123.46,19,0.82,2.5789473684210527,221,Credit Card,1,211.73,1,Yes,Yes,2,1,3,5PM,8AM
USR002850,Brazil,Ultimate,34,184.45,31,0.75,1.096774193548387,920,Crypto,2,280.08,7,Yes,Yes,4,8,11,5PM,8AM
USR002851,ROLA,Ultimate,2,35.81,7,0.79,0.2857142857142857,708,Credit Card,2,359.49,16,Yes,No,0,3,14,5PM,8AM
USR002852,Canada,Past_Offers_2,20,83.71,7,0.59,2.857142857142857,825,Debit Card,1,270.28,5,No,Yes,2,0,13,5PM,8AM
USR002853,USA,Past_Offers_2,84,150.27,1,1.0,84.0,897,PayPal,2,396.5,3,Yes,Yes,0,0,2,5PM,8AM
USR002854,ROLA,PCGP_3F1,25,59.1,21,0.76,1.1904761904761905,152,Credit Card,0,480.79,17,Yes,No,0,0,1,5PM,8AM
USR002855,ROLA,Ultimate,47,38.28,30,0.49,1.5666666666666667,999,Crypto,0,178.14,18,Yes,Yes,1,5,2,5PM,8AM
USR002856,Brazil,Past_Offers_1,13,147.12,5,0.81,2.6,730,Debit Card,4,167.77,10,No,No,0,8,11,5PM,8AM
USR002857,Canada,Past_Offers_1,22,9.33,6,0.9,3.6666666666666665,766,Credit Card,0,88.09,2,Yes,No,1,9,11,5PM,8AM
USR002858,Brazil,Past_Offers_2,70,151.5,5,0.97,14.0,595,Debit Card,1,137.6,17,Yes,Yes,1,5,1,5PM,8AM
USR002859,Mexico,Ultimate,41,125.17,8,0.74,5.125,147,Crypto,3,329.6,8,No,No,2,9,11,5PM,8AM
USR002860,USA,Past_Offers_2,85,31.77,19,0.43,4.473684210526316,964,Crypto,1,445.17,17,No,Yes,2,4,3,5PM,8AM
USR002861,ROLA,Ultimate,85,36.11,30,0.29,2.8333333333333335,918,Credit Card,0,472.32,7,Yes,Yes,0,7,6,5PM,8AM
USR002862,Canada,PCGP_3F1,49,162.53,9,0.39,5.444444444444445,872,Gift Card,3,210.53,3,Yes,No,2,0,14,5PM,8AM
USR002863,USA,Ultimate,87,47.08,31,0.41,2.806451612903226,484,Credit Card,2,421.61,16,Yes,No,3,2,3,5PM,8AM
USR002864,ROLA,PCGP_3F1,3,133.61,8,0.14,0.375,143,Gift Card,2,308.16,2,Yes,No,1,4,4,5PM,8AM
USR002865,Brazil,PCGP_3F1,98,83.58,29,0.59,3.3793103448275863,956,Debit Card,2,338.85,10,Yes,Yes,2,5,10,5PM,8AM
USR002866,USA,Past_Offers_2,69,26.4,1,0.32,69.0,612,Gift Card,2,166.16,6,Yes,No,2,6,3,5PM,8AM
USR002867,Mexico,Ultimate,48,69.42,24,0.15,2.0,572,Credit Card,4,254.89,1,No,No,3,9,14,5PM,8AM
USR002868,ROLA,Ultimate,76,107.56,6,0.29,12.666666666666666,64,PayPal,0,247.59,15,Yes,No,2,3,9,5PM,8AM
USR002869,Canada,PCGP_3F1,22,61.9,14,0.68,1.5714285714285714,239,PayPal,4,167.12,4,Yes,No,1,7,3,5PM,8AM
USR002870,Canada,Ultimate,12,132.63,10,0.54,1.2,271,Credit Card,2,354.59,7,Yes,Yes,4,9,13,5PM,8AM
USR002871,Mexico,PCGP_3F1,70,84.07,27,0.88,2.5925925925925926,510,PayPal,1,148.44,2,Yes,Yes,4,7,8,5PM,8AM
USR002872,USA,PCGP_3F1,93,9.12,2,0.71,46.5,519,PayPal,4,28.87,8,No,No,0,2,3,5PM,8AM
USR002873,Mexico,Past_Offers_2,73,44.58,13,0.77,5.615384615384615,811,Credit Card,0,154.79,11,Yes,No,2,6,10,5PM,8AM
USR002874,Canada,Ultimate,29,31.35,7,0.9,4.142857142857143,122,Credit Card,0,425.09,3,Yes,Yes,1,8,6,5PM,8AM
USR002875,Mexico,Past_Offers_1,64,137.22,7,0.87,9.142857142857142,666,PayPal,1,372.17,19,Yes,Yes,3,4,14,5PM,8AM
USR002876,USA,Past_Offers_1,58,40.58,26,0.28,2.230769230769231,518,Crypto,1,104.0,12,Yes,Yes,2,4,2,5PM,8AM
USR002877,ROLA,Past_Offers_2,17,65.19,23,0.98,0.7391304347826086,912,Gift Card,0,146.96,8,No,Yes,4,4,1,5PM,8AM
USR002878,Brazil,Past_Offers_2,81,44.18,19,0.66,4.2631578947368425,217,Debit Card,2,475.86,16,Yes,Yes,1,8,0,5PM,8AM
USR002879,ROLA,Past_Offers_1,70,197.96,28,0.51,2.5,582,Crypto,4,497.68,9,Yes,No,1,5,7,5PM,8AM
USR002880,Canada,Past_Offers_2,41,49.29,17,0.28,2.411764705882353,688,Crypto,2,243.29,14,Yes,Yes,1,9,13,5PM,8AM
USR002881,Brazil,PCGP_3F1,36,91.62,18,0.64,2.0,261,PayPal,0,212.99,6,No,No,2,5,4,5PM,8AM
USR002882,ROLA,PCGP_3F1,99,168.35,26,0.57,3.8076923076923075,467,Crypto,0,288.19,4,Yes,No,3,2,6,5PM,8AM
USR002883,USA,Past_Offers_2,40,66.05,21,0.98,1.9047619047619047,44,Crypto,0,404.95,1,Yes,No,0,9,4,5PM,8AM
USR002884,USA,PCGP_3F1,40,93.73,2,0.53,20.0,522,PayPal,0,43.38,18,Yes,No,3,1,5,5PM,8AM
USR002885,Mexico,Past_Offers_1,85,126.33,31,0.46,2.7419354838709675,621,Crypto,0,429.07,13,No,Yes,4,6,0,5PM,8AM
USR002886,Canada,Past_Offers_2,84,60.58,30,0.3,2.8,320,Gift Card,0,370.53,4,No,No,2,0,0,5PM,8AM
USR002887,USA,Past_Offers_1,77,56.28,13,0.88,5.923076923076923,596,Debit Card,3,310.01,7,No,Yes,2,9,9,5PM,8AM
USR002888,USA,Ultimate,44,182.12,30,0.99,1.4666666666666666,721,Gift Card,2,27.02,2,No,Yes,2,1,8,5PM,8AM
USR002889,USA,Past_Offers_1,89,89.67,10,0.3,8.9,237,Crypto,0,72.44,5,No,Yes,2,3,11,5PM,8AM
USR002890,Mexico,Past_Offers_2,17,54.8,3,0.6,5.666666666666667,622,Credit Card,1,216.08,9,Yes,Yes,1,7,13,5PM,8AM
USR002891,Brazil,PCGP_3F1,85,65.59,20,0.25,4.25,976,Crypto,0,392.18,13,Yes,No,2,8,2,5PM,8AM
USR002892,Brazil,PCGP_3F1,77,109.58,12,0.29,6.416666666666667,809,Gift Card,3,354.91,14,No,No,3,6,1,5PM,8AM
USR002893,Canada,Past_Offers_1,8,34.13,30,0.32,0.26666666666666666,888,Crypto,4,106.13,3,Yes,Yes,3,0,6,5PM,8AM
USR002894,Canada,PCGP_3F1,40,20.98,27,0.9,1.4814814814814814,580,Crypto,2,264.74,15,Yes,No,4,1,11,5PM,8AM
USR002895,ROLA,Ultimate,39,141.96,3,0.13,13.0,445,Debit Card,1,111.74,19,No,No,1,7,6,5PM,8AM
USR002896,Canada,Ultimate,86,108.17,10,0.25,8.6,627,Gift Card,4,447.63,4,No,Yes,3,8,12,5PM,8AM
USR002897,Mexico,Past_Offers_2,78,185.75,10,0.49,7.8,746,Gift Card,2,260.75,7,Yes,No,1,9,11,5PM,8AM
USR002898,Canada,Past_Offers_1,69,23.38,25,0.51,2.76,117,Gift Card,3,18.81,4,Yes,Yes,3,5,3,5PM,8AM
USR002899,Canada,PCGP_3F1,96,111.32,15,0.92,6.4,877,Gift Card,3,357.14,10,No,Yes,1,6,0,5PM,8AM
USR002900,Mexico,PCGP_3F1,90,2.6,13,0.8,6.923076923076923,698,Credit Card,3,150.29,12,Yes,Yes,1,4,9,5PM,8AM
USR002901,USA,PCGP_3F1,18,193.95,7,0.27,2.5714285714285716,123,Credit Card,1,366.82,8,Yes,No,3,1,2,5PM,8AM
USR002902,USA,PCGP_3F1,89,90.74,7,0.3,12.714285714285714,768,Crypto,3,71.17,9,No,No,2,1,12,5PM,8AM
USR002903,USA,Ultimate,78,199.45,17,0.45,4.588235294117647,234,Debit Card,0,178.25,7,Yes,Yes,2,1,12,5PM,8AM
USR002904,Canada,Ultimate,84,113.5,1,0.38,84.0,430,Gift Card,2,250.86,13,Yes,No,0,5,9,5PM,8AM
USR002905,ROLA,Past_Offers_2,76,128.16,1,0.83,76.0,647,Gift Card,0,145.37,12,Yes,No,2,2,4,5PM,8AM
USR002906,USA,Past_Offers_1,24,128.15,19,0.68,1.263157894736842,437,Debit Card,3,35.76,9,Yes,No,4,4,13,5PM,8AM
USR002907,Mexico,Past_Offers_2,45,46.93,15,0.37,3.0,215,Gift Card,3,52.86,9,Yes,No,1,4,14,5PM,8AM
USR002908,Brazil,Past_Offers_2,27,152.87,11,0.16,2.4545454545454546,594,Credit Card,0,413.19,19,Yes,No,0,8,12,5PM,8AM
USR002909,Mexico,Past_Offers_2,69,102.28,1,0.21,69.0,590,Crypto,1,356.55,9,Yes,Yes,3,4,9,5PM,8AM
USR002910,Brazil,Past_Offers_2,8,21.16,2,0.63,4.0,705,PayPal,4,384.6,18,Yes,No,0,5,2,5PM,8AM
USR002911,ROLA,Past_Offers_2,83,141.08,17,0.85,4.882352941176471,784,Credit Card,4,386.71,16,Yes,No,0,0,8,5PM,8AM
USR002912,ROLA,PCGP_3F1,50,134.41,11,0.65,4.545454545454546,119,Debit Card,2,255.53,13,No,No,2,5,7,5PM,8AM
USR002913,Mexico,Past_Offers_1,50,132.58,3,0.63,16.666666666666668,570,PayPal,4,252.86,14,No,Yes,1,1,5,5PM,8AM
USR002914,Brazil,Past_Offers_1,84,30.49,2,0.38,42.0,213,Crypto,0,471.49,13,No,No,1,9,14,5PM,8AM
USR002915,Brazil,Past_Offers_1,23,29.19,11,0.15,2.090909090909091,624,Debit Card,4,257.95,11,Yes,No,2,4,6,5PM,8AM
USR002916,Brazil,Ultimate,32,160.81,20,0.68,1.6,190,Crypto,3,202.51,1,No,Yes,2,5,4,5PM,8AM
USR002917,Brazil,Past_Offers_2,15,141.32,16,0.9,0.9375,759,Crypto,0,232.94,17,Yes,Yes,4,9,12,5PM,8AM
USR002918,Mexico,Ultimate,15,137.69,16,0.83,0.9375,167,Gift Card,0,260.68,14,Yes,Yes,1,6,10,5PM,8AM
USR002919,Brazil,PCGP_3F1,72,53.96,12,0.56,6.0,290,PayPal,1,73.91,17,No,No,1,4,3,5PM,8AM
USR002920,ROLA,Past_Offers_2,91,40.38,3,0.18,30.333333333333332,894,Debit Card,0,103.13,8,Yes,Yes,3,6,4,5PM,8AM
USR002921,USA,Ultimate,32,101.87,31,0.97,1.032258064516129,440,Gift Card,3,36.93,9,No,Yes,4,5,10,5PM,8AM
USR002922,USA,Past_Offers_1,97,58.87,11,0.64,8.818181818181818,543,PayPal,2,75.11,10,Yes,Yes,0,6,4,5PM,8AM
USR002923,ROLA,Past_Offers_1,6,29.56,4,0.78,1.5,946,Debit Card,1,189.68,4,Yes,No,1,6,12,5PM,8AM
USR002924,USA,Past_Offers_1,2,48.15,14,0.69,0.14285714285714285,411,Gift Card,4,148.25,17,Yes,Yes,2,0,11,5PM,8AM
USR002925,Mexico,Ultimate,73,192.32,30,0.37,2.433333333333333,231,PayPal,2,357.05,17,Yes,No,3,8,7,5PM,8AM
USR002926,Canada,PCGP_3F1,69,41.93,19,0.59,3.6315789473684212,987,PayPal,4,443.29,14,Yes,No,3,2,1,5PM,8AM
USR002927,Canada,PCGP_3F1,41,106.51,8,0.8,5.125,552,Crypto,1,214.81,1,No,Yes,0,7,5,5PM,8AM
USR002928,Brazil,Ultimate,93,127.52,22,0.87,4.2272727272727275,235,PayPal,3,231.91,18,Yes,No,3,9,0,5PM,8AM
USR002929,Canada,Past_Offers_1,74,103.6,15,0.16,4.933333333333334,940,Debit Card,3,69.93,8,Yes,Yes,2,0,6,5PM,8AM
USR002930,Brazil,Past_Offers_2,64,83.21,17,0.54,3.764705882352941,89,Crypto,4,117.49,6,No,No,4,4,2,5PM,8AM
USR002931,ROLA,Past_Offers_2,84,72.51,26,0.51,3.230769230769231,269,Debit Card,0,162.9,19,Yes,Yes,2,2,12,5PM,8AM
USR002932,Canada,PCGP_3F1,52,168.24,19,0.81,2.736842105263158,108,Crypto,3,488.71,18,Yes,No,3,9,13,5PM,8AM
USR002933,USA,Past_Offers_2,62,112.6,1,0.39,62.0,341,PayPal,4,214.98,13,Yes,No,3,0,10,5PM,8AM
USR002934,Brazil,Past_Offers_1,78,48.55,1,0.78,78.0,595,Crypto,4,108.61,6,Yes,Yes,0,3,5,5PM,8AM
USR002935,Mexico,Past_Offers_2,70,159.55,1,0.42,70.0,269,Credit Card,0,247.98,3,Yes,Yes,3,7,12,5PM,8AM
USR002936,Brazil,PCGP_3F1,3,20.02,26,0.62,0.11538461538461539,897,Credit Card,2,165.63,2,Yes,No,0,2,9,5PM,8AM
USR002937,ROLA,Past_Offers_2,60,28.08,17,0.72,3.5294117647058822,99,Gift Card,1,455.78,9,Yes,No,1,5,12,5PM,8AM
USR002938,USA,PCGP_3F1,15,42.42,10,0.53,1.5,751,PayPal,2,317.29,16,Yes,No,3,6,6,5PM,8AM
USR002939,Brazil,Ultimate,83,71.2,31,0.97,2.6774193548387095,220,Credit Card,2,383.42,4,Yes,Yes,2,8,4,5PM,8AM
USR002940,Mexico,Past_Offers_2,98,48.5,31,0.23,3.161290322580645,492,Debit Card,0,72.47,1,Yes,Yes,1,4,3,5PM,8AM
USR002941,Mexico,PCGP_3F1,56,47.93,2,0.26,28.0,229,PayPal,0,289.65,3,Yes,No,4,9,7,5PM,8AM
USR002942,Brazil,Past_Offers_2,4,93.69,25,0.17,0.16,717,Gift Card,2,67.71,6,Yes,No,2,6,14,5PM,8AM
USR002943,Brazil,PCGP_3F1,40,165.36,11,0.99,3.6363636363636362,535,Debit Card,4,376.35,12,Yes,Yes,1,5,6,5PM,8AM
USR002944,USA,Past_Offers_1,99,154.14,9,0.3,11.0,465,Crypto,2,349.15,6,Yes,No,1,5,0,5PM,8AM
USR002945,USA,Past_Offers_1,85,197.22,11,0.72,7.7272727272727275,712,Credit Card,1,434.1,16,No,No,0,8,1,5PM,8AM
